Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,6238815,141,135,293,385,556,0,3932,0.00%,33963.1,16019.7,131.38
总体,6238815,141,135,293,385,556,0,3932,0.00%,33963.1,16019.7,131.38
