Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,6253557,141,137,287,379,541,0,3838,0.00%,33943.0,16010.2,127.00
总体,6253557,141,137,287,379,541,0,3838,0.00%,33943.0,16010.2,127.00
