Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,198695,4486,4649,4865,4929,5033,9,5264,0.00%,1070.2,325074.6,760.47
总体,198695,4486,4649,4865,4929,5033,9,5264,0.00%,1070.2,325074.6,760.47
