Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,199097,4488,4646,4849,4900,4983,6,5149,0.00%,1069.8,324951.7,741.58
总体,199097,4488,4646,4849,4900,4983,6,5149,0.00%,1069.8,324951.7,741.58
