Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request account_list,210417,4221,4341,4684,4741,4923,5,5212,0.000%,1138.94061,345956.55,0.00
TOTAL,210417,4221,4341,4684,4741,4923,5,5212,0.000%,1138.94061,345956.55,0.00
