Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,3756464,235,242,290,301,330,0,787,0.00%,20568.6,8175.2,56.74
总体,3756464,235,242,290,301,330,0,787,0.00%,20568.6,8175.2,56.74
