Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,5983091,147,142,191,279,327,0,887,0.00%,32656.1,12915.8,53.87
总体,5983091,147,142,191,279,327,0,887,0.00%,32656.1,12915.8,53.87
