Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,969803,90,68,134,204,404,9,2053,0.00%,5384.0,1087.2,75.85
总体,969803,90,68,134,204,404,9,2053,0.00%,5384.0,1087.2,75.85
