Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,3863130,228,190,363,519,676,1,1441,0.00%,21121.9,2428.0,120.20
总体,3863130,228,190,363,519,676,1,1441,0.00%,21121.9,2428.0,120.20
