Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request account_list,96461,9304,9541,11385,12090,12451,5,12832,0.000%,510.79998,167591.28,0.00
TOTAL,96461,9304,9541,11385,12090,12451,5,12832,0.000%,510.79998,167591.28,0.00
