Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,84939,10648,11136,11782,11973,12311,8,13562,0.00%,444.1,144825.1,2041.06
总体,84939,10648,11136,11782,11973,12311,8,13562,0.00%,444.1,144825.1,2041.06
