Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,7639267,115,48,329,433,664,0,3871,0.00%,41821.2,19726.2,156.38
总体,7639267,115,48,329,433,664,0,3871,0.00%,41821.2,19726.2,156.38
