Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,7664255,115,56,327,431,662,0,2307,0.00%,42017.6,19818.8,153.82
总体,7664255,115,56,327,431,662,0,2307,0.00%,42017.6,19818.8,153.82
