Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
JDBC Request,5556256,4,3,8,11,23,0,941,0.00%,46292.9,497.3,5.59
总体,5556256,4,3,8,11,23,0,941,0.00%,46292.9,497.3,5.59
