Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
JDBC Request,1764653,1,1,2,2,2,0,1139,0.00%,14705.3,158.0,2.58
总体,1764653,1,1,2,2,2,0,1139,0.00%,14705.3,158.0,2.58
