Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
JDBC Request,1765749,1,1,2,2,2,0,1355,0.00%,14714.5,158.1,3.24
总体,1765749,1,1,2,2,2,0,1355,0.00%,14714.5,158.1,3.24
