Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,164032,5581,893,17762,20697,24111,5,49727,0.00%,792.1,249884.7,7273.51
总体,164032,5581,893,17762,20697,24111,5,49727,0.00%,792.1,249884.7,7273.51
