Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,227548,3853,2703,9964,10703,11330,4,22686,0.00%,1253.8,395548.0,3869.45
总体,227548,3853,2703,9964,10703,11330,4,22686,0.00%,1253.8,395548.0,3869.45
