Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request asset_query,22793130,41,0,0,1,486,0,238150,0.02%,94399.5,14684.7,1948.16
总体,22793130,41,0,0,1,486,0,238150,0.02%,94399.5,14684.7,1948.16
