Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
JDBC Request,13152144,0,0,1,1,1,0,4003,0.00%,109602.1,14235.4,4.44
总体,13152144,0,0,1,1,1,0,4003,0.00%,109602.1,14235.4,4.44
