Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request asset_query,16588591,53,1,166,264,442,0,678,0.00%,91139.6,10858.4,94.23
总体,16588591,53,1,166,264,442,0,678,0.00%,91139.6,10858.4,94.23
