Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,174864,5196,1684,15587,17576,19703,5,39417,0.00%,909.9,287064.9,6264.83
总体,174864,5196,1684,15587,17576,19703,5,39417,0.00%,909.9,287064.9,6264.83
