Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,4549049,19,19,31,38,55,0,146,0.00%,25263.1,5123.4,10.49
总体,4549049,19,19,31,38,55,0,146,0.00%,25263.1,5123.4,10.49
