Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request asset_query,16001747,55,1,168,265,440,0,720,0.00%,87743.8,10453.8,94.52
总体,16001747,55,1,168,265,440,0,720,0.00%,87743.8,10453.8,94.52
