Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request asset_query,16003091,55,1,167,265,440,0,773,0.00%,87862.0,10467.9,94.48
总体,16003091,55,1,167,265,440,0,773,0.00%,87862.0,10467.9,94.48
