Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,5441097,16,16,26,32,47,0,143,0.00%,30219.9,6131.4,8.95
总体,5441097,16,16,26,32,47,0,143,0.00%,30219.9,6131.4,8.95
